0,0
0.01,0
0.02,0
0.03,0
0.04,0
0.05,0
0.06,0
0.07,0
0.08,0
0.09,0
0.1,0
0.11,0
0.12,0
0.13,0
0.14,0
0.15,0.14286
0.16,0.14286
0.17,0.42857
0.18,0.42857
0.19,0.85714
0.2,1.14286
0.21,1.57143
0.22,2.28571
0.23,2.57143
0.24,2.85714
0.25,3.57143
0.26,3.85714
0.27,4.42857
0.28,4.42857
0.29,3.85714
0.3,3.71429
0.31,3.28571
0.32,2.71429
0.33,2.14286
0.34,1.57143
0.35,1.42857
0.36,1.14286
0.37,1.28571
0.38,1.28571
0.39,1.71429
0.4,1.71429
0.41,1.71429
0.42,2.57143
0.43,3
0.44,3.71429
0.45,6.85714
0.46,12.57143
0.47,22.85714
0.48,39.14286
0.49,59.57143
0.5,72.71429
0.51,84.42857
0.52,87.28571
0.53,84.28571
0.54,75.28571
0.55,59.71429
0.56,38.85714
0.57,26.57143
0.58,15.57143
0.59,10.85714
0.6,8.85714
0.61,9.28571
0.62,9.57143
0.63,9.85714
0.64,9.71429
0.65,8.85714
0.66,7.71429
0.67,7.28571
0.68,5.85714
0.69,5.28571
0.7,4.57143
0.71,5.28571
0.72,6.71429
0.73,8.71429
0.74,11.28571
0.75,13.71429
0.76,16.57143
0.77,18.14286
0.78,17.71429
0.79,16.85714
0.8,15.28571
0.81,12.42857
0.82,9.85714
0.83,6.42857
0.84,5
0.85,4.28571
0.86,3
0.87,2.42857
0.88,2.28571
0.89,2
0.9,2
0.91,1.57143
0.92,1.14286
0.93,1
0.94,1
0.95,0.71429
0.96,1
0.97,1
0.98,1
0.99,0.71429
1,0.85714
1.01,1.14286
1.02,1.42857
1.03,1.14286
1.04,1
1.05,1.14286
1.06,1.42857
1.07,1.28571
1.08,1.14286
1.09,1.14286
1.1,1.57143
1.11,1.85714
1.12,2.14286
1.13,2.85714
1.14,3.14286
1.15,3.42857
1.16,4.14286
1.17,4.71429
1.18,6.85714
1.19,10.42857
1.2,13.28571
1.21,18.57143
1.22,23.85714
1.23,26.71429
1.24,31.42857
1.25,32.57143
1.26,30.42857
1.27,28.14286
1.28,24
1.29,19.14286
1.3,15.57143
1.31,10.57143
1.32,7.28571
1.33,6
1.34,5
1.35,3.85714
1.36,3.57143
1.37,3.14286
1.38,2.85714
1.39,3
1.4,2.85714
1.41,2.57143
1.42,2.42857
1.43,2.28571
1.44,2.85714
1.45,2.71429
1.46,2.85714
1.47,2.71429
1.48,2.85714
1.49,3.57143
1.5,3.57143
1.51,3.28571
1.52,3.42857
1.53,3.28571
1.54,3.14286
1.55,2.85714
1.56,2.57143
1.57,2.57143
1.58,3
1.59,3.28571
1.6,3
1.61,3.14286
1.62,3.42857
1.63,3
1.64,2.42857
1.65,2.14286
1.66,2.57143
1.67,3
1.68,2.85714
1.69,2.85714
1.7,3.57143
1.71,3.85714
1.72,3.71429
1.73,2.57143
1.74,2.28571
1.75,2.28571
1.76,2.57143
1.77,2
1.78,1.85714
1.79,1.71429
1.8,2.28571
1.81,2.14286
1.82,2.28571
1.83,1.85714
1.84,2
1.85,2.28571
1.86,2.85714
1.87,2.85714
1.88,3
1.89,4.14286
1.9,4.28571
1.91,4.57143
1.92,4.42857
1.93,4.57143
1.94,4.28571
1.95,4.28571
1.96,3.57143
1.97,3.57143
1.98,3.14286
1.99,3.42857
2,3.28571
2.01,3.14286
2.02,3.71429
2.03,3.14286
2.04,2.71429
2.05,2.71429
2.06,2.85714
2.07,2.71429
2.08,3
2.09,2.71429
2.1,3
2.11,3.85714
2.12,4
2.13,3.42857
2.14,3.42857
2.15,3.14286
2.16,3.42857
2.17,3.71429
2.18,3.28571
2.19,3
2.2,3.28571
2.21,3.57143
2.22,3.85714
2.23,3.42857
2.24,3.14286
2.25,3
2.26,3
2.27,2.85714
2.28,2.42857
2.29,2.57143
2.3,2.42857
2.31,2.57143
2.32,2.85714
2.33,3.42857
2.34,3.71429
2.35,4
2.36,3.85714
2.37,4.14286
2.38,4.14286
2.39,3.57143
2.4,3.14286
2.41,2.71429
2.42,2
2.43,1.85714
2.44,1.57143
2.45,1.57143
2.46,2
2.47,2.28571
2.48,2.71429
2.49,3.28571
2.5,3.42857
2.51,4
2.52,4
2.53,4
2.54,3.71429
2.55,3.71429
2.56,3.42857
2.57,4
2.58,3.42857
2.59,3.28571
2.6,3.71429
2.61,4.14286
2.62,4.14286
2.63,3.85714
2.64,3.14286
2.65,3.28571
2.66,3.28571
2.67,2.71429
2.68,2.71429
2.69,2.71429
2.7,3
2.71,2.71429
2.72,2.71429
2.73,3
2.74,2.85714
2.75,2.42857
2.76,2.42857
2.77,2.28571
2.78,2.85714
2.79,2.71429
2.8,2.14286
2.81,2.42857
2.82,2.57143
2.83,2.42857
2.84,2.57143
2.85,2.14286
2.86,2.28571
2.87,2.57143
2.88,2.42857
2.89,2.42857
2.9,2.85714
2.91,2.85714
2.92,3.57143
2.93,3.57143
2.94,3.57143
2.95,3.71429
2.96,3.57143
2.97,3
2.98,3.28571
2.99,2.71429
3,2.71429
3.01,2.57143
3.02,2.57143
3.03,2.71429
3.04,2.42857
3.05,2.71429
3.06,2.71429
3.07,2.57143
3.08,2.42857
3.09,2.14286
3.1,2.57143
3.11,3.14286
3.12,3.57143
3.13,3.57143
3.14,3.57143
3.15,3.85714
3.16,4.14286
3.17,3.85714
3.18,4.28571
3.19,3.14286
3.2,3.14286
3.21,3.14286
3.22,3.42857
3.23,3.42857
3.24,3
3.25,2.14286
3.26,2.42857
3.27,2.42857
3.28,2.57143
3.29,2.57143
3.3,3
3.31,3.14286
3.32,3.28571
3.33,3.28571
3.34,3.42857
3.35,3.28571
3.36,2.85714
3.37,2.14286
3.38,2.14286
3.39,2.42857
3.4,2.28571
3.41,2.28571
3.42,2.57143
3.43,3.14286
3.44,3.14286
3.45,3.28571
3.46,3
3.47,3.14286
3.48,3.14286
3.49,3
3.5,2.71429
3.51,3
3.52,3
3.53,2.71429
3.54,2.57143
3.55,2.57143
3.56,2.57143
3.57,2.14286
3.58,2.28571
3.59,2.28571
3.6,2.57143
3.61,3
3.62,3.14286
3.63,3.14286
3.64,3.28571
3.65,3.57143
3.66,3.14286
3.67,2.85714
3.68,2.57143
3.69,2.57143
3.7,2.42857
3.71,2.28571
3.72,2
3.73,2.42857
3.74,2.57143
3.75,2.57143
3.76,2.57143
3.77,2.85714
3.78,3.14286
3.79,2.85714
3.8,2.57143
3.81,2.57143
3.82,2.28571
3.83,2.28571
3.84,1.85714
3.85,2
3.86,1.71429
3.87,2
3.88,2.42857
3.89,2.57143
3.9,2.28571
4.07,2.57143
4.08,2
4.09,2.28571
4.1,2.71429
4.11,2.57143
4.12,2.71429
4.13,2.57143
4.14,2.42857
4.15,2.85714
4.16,2.57143
4.17,2.14286
4.18,2.28571
4.19,2.14286
4.2,2.42857
4.21,2.28571
4.22,2.28571
4.23,2.42857
4.24,2.57143
4.25,2.57143
4.26,3
4.27,2.85714
4.28,3
4.29,2.71429
4.3,2.71429
4.31,2.85714
4.32,2.42857
4.33,1.71429
4.34,1.71429
4.35,2.42857
4.36,2.71429
4.37,2.57143
4.38,2.85714
4.39,3.14286
4.4,3
4.41,3.14286
4.42,2.71429
4.43,2.42857
4.44,2.42857
4.45,2.14286
4.46,2
4.47,2.57143
4.48,2.42857
4.49,2.14286
4.5,2.28571
4.51,2.14286
4.52,2
4.53,2
4.54,1.85714
4.55,2.14286
